Nome,Edicao,Preco
Afinação Urgente / Urgent Tuning ,(#CSOC-PT065) / (#CSOC-EN065),N.D
Afinação Urgente / Urgent Tuning ,(#DP08-PT027) / (#DP08-EN027),N.D
Afinação Urgente / Urgent Tuning ,(#LC5D-PT053) / (#LC5D-EN053),N.D
Afinação Urgente / Urgent Tuning ,(#SP17-PT049) / (#SP17-EN049),N.D
finar Uni-Canção / Uni-Song Tuning ,(#SAST-PT066) / (#SAST-EN066),N.D
Against the Wind ,(#DP11-EN018),N.D
Against the Wind ,(#RGBT-EN050),N.D
Agente Xyz / Xyz Agent ,(#JOTL-PT005) / (#JOTL-EN005),N.D
"ggiba, the Malevolent Sh'nn S'yo ",(#2010-AE003),N.D
"Aggiba, the Malevolent Sh'nn S'yo ",(#WCPS-EN901),N.D
Agido ,(#DCR-080),N.D
Agido ,(#DCR-080),N.D
Agido / Agido ,(#DR1-PT242) / (#DR1-EN242),N.D
Aglomerado Dragão de Água / Water Dragon Cluster ,(#LEDU-PT036) / (#LEDU-EN036),N.D
Agradecimento Final do Ator do Abismo / Abyss Actors' Curtain Call ,(#LED3-PT049) / (#LED3-EN049),N.D
gressivo! / Beatdown! ,(#SS02-PTAS2) / (#SS02-ENAS2),N.D
gressor de Fóton / Photon Thrasher ,(#AP01-PT003) / (#AP01-EN003),N.D
Agressor de Fóton / Photon Thrasher ,(#BP02-PT103) / (#BP02-EN103),N.D
Agressor de Fóton / Photon Thrasher ,(#LED3-PT041) / (#LED3-EN041),N.D
Agressor de Fóton / Photon Thrasher ,(#OP04-PT006) / (#OP04-EN006),N.D
Agressor de Fóton / Photon Thrasher ,(#ORCS-PT008) / (#ORCS-EN008),N.D
Agressor de Fóton / Photon Thrasher ,(#SP14-PT007) / (#SP14-EN007),N.D
Agressor de Fóton / Photon Thrasher ,(#YS17-PT009) / (#YS17-EN009),N.D
"Ahrima, o Soberado Perverso / Ahrima, the Wicked Warden ",(#SR06-PT002) / (#SR06-EN002),N.D
Aie-ferro / Aye-Iron ,(#BP02-PT123) / (#BP02-EN123),N.D
Aie-ferro / Aye-Iron ,(#BP03-PT103) / (#BP03-EN103),N.D
Aie-ferro / Aye-Iron ,(#DT07-PT056) / (#DT07-EN056),N.D
ie-ferro / Aye-Iron ,(#HA07-PT036) / (#HA07-EN036),N.D
Aie-ferro / Aye-Iron ,(#SP14-PT016) / (#SP14-EN016),N.D
Aitsu / Aitsu ,(#DR1-PT111) / (#DR1-EN111),N.D
Aitsu ,(#MFC-056),N.D
Aklys Dragunidade / Dragunity Aklys ,(#OP08-PT033) / (#OP08-EN033),N.D
Aklys Dragunidade / Dragunity Aklys ,(#SDDL-PT003) / (#SDDL-EN003),N.D
"Akz, the Pumer ",(#TSHD-EN085),N.D
Além do Destino / Over Destiny ,(#DESO-PT015) / (#DESO-EN015),N.D
Além do Destino / Over Destiny ,(#DP05-PT021) / (#DP05-EN021),N.D
Além do Destino / Over Destiny ,(#LCGX-PT146) / (#LCGX-EN146),N.D
lém do Destino / Over Destiny ,(#LEHD-PTA18) / (#LEHD-ENA18),N.D
lém do Destino / Over Destiny ,(#LEHD-PTA18) / (#LEHD-ENA18),N.D
Al-Lumi'raj / Al-Lumi'raj ,(#BOSH-PT037) / (#BOSH-EN037),N.D
Al-Lumi'raj / Al-Lumi'raj ,(#MP16-PT204) / (#MP16-EN204),N.D
Alcançar a Altura Integral / Rise to Full Height ,(#MP17-PT043) / (#MP17-EN043),N.D
Alcançar a Altura Integral / Rise to Full Height ,(#SHVI-PT077) / (#SHVI-EN077),N.D
Alcançar a Altura Integral / Rise to Full Height ,(#SR06-PT038) / (#SR06-EN038),N.D
Alchemic Magician ,(#REDU-EN047),N.D
lchemist of Black Spells ,(#ABPF-EN082),N.D
Alchemy Cycle ,(#PTDN-EN068),N.D
Aldeia Amazoness / Amazoness Village ,(#DREV-PT053) / (#DREV-EN053),N.D
Aldeia Amazoness / Amazoness Village ,(#LCJW-PT104) / (#LCJW-EN104),N.D
Aldeia Amazoness / Amazoness Village ,(#LEDU-PT014) / (#LEDU-EN014),N.D
Aldeia Amazoness / Amazoness Village ,(#SS02-PTV03) / (#SS02-ENV03),N.D
"Alector, Sovereign of Birds ",(#BP01-EN153),N.D
"Alector, Sovereign of Birds ",(#TU06-EN011),N.D
"Alector, Sovereign of Birds ",(#YR05-EN001),N.D
"Aleister, Aquele que Invoka / Aleister the Invoker ",(#FUEN-PT026) / (#FUEN-EN026),N.D
"leister, Aquele que Invoka / Aleister the Invoker ",(#SHVA-PT040) / (#SHVA-EN040),N.D
"leister, Aquele que Invoka a Loucura / Aleister the Invoker of Madness ",(#SHVA-PT020) / (#SHVA-EN020),N.D
lfa Novastelar / Stellarnova Alpha ,(#DUEA-PT071) / (#DUEA-EN071),N.D
Alfa Novastelar / Stellarnova Alpha ,(#MP15-PT113) / (#MP15-EN113),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#DOR-001) / (#DOR-001),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#LCYW-PT012) / (#LCYW-EN012),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#RP02-PT089) / (#RP02-EN089),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#SDMY-PT007) / (#SDMY-EN007),"0,40"
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#YGLD-PTB11) / (#YGLD-ENB11),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#YGLD-PTB11) / (#YGLD-ENB11),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#YGLD-PTB11) / (#YGLD-ENB11),N.D
"Alfa, o Guerreiro Imã / Alpha The Magnet Warrior ",(#YGLD-PTB11) / (#YGLD-ENB11),N.D
"Alfa, o Guerreiro Imã Temporal / Alpha The Electromagnet Warrior ",(#SDMY-PT001) / (#SDMY-EN001),"2,80"
lfanjeβ / Falchionβ ,(#ANPR-PT039) / (#ANPR-EN039),N.D
Alfanjeβ / Falchionβ ,(#SDCR-PT015) / (#SDCR-EN015),N.D
Alforreca / Jellyfish ,(#MRD-072) / (#MRD-072),N.D
Algemas / Holding Arms ,(#MIL1-PT003) / (#MIL1-EN003),N.D
Algemas de Pernas / Holding Legs ,(#MIL1-PT004) / (#MIL1-EN004),N.D
Algo Mágico / Magical Something ,(#MP17-PT057) / (#MP17-EN057),N.D
Algo Mágico / Magical Something ,(#SR08-PT010) / (#SR08-EN010),N.D
Algo Mágico / Magical Something ,(#TDIL-PT000) / (#TDIL-EN000),"0,60"
Algo Mágico / Magical Something ,(#TDIL-PTSP1) / (#TDIL-ENSP1),N.D
Aliado da Justiça Destruidor de ,Núcleo,N.D
Aliado da Justiça Destruidor de Núcleo / Ally of Justice Core Destroyer ,(#SBSC-PT036) / (#SBSC-EN036),N.D
Aliado da Justiça Destruidor de Núcleo / Ally of Justice Core Destroyer ,(#TSHD-PT037) / (#TSHD-EN037),N.D
Aliado da Justiça Leitor de Ciclos / Ally of Justice Cycle Reader ,(#DT03-PT080) / (#DT03-EN080),N.D
liado da Justiça Leitor de Ciclos / Ally of Justice Cycle Reader ,(#HA03-PT052) / (#HA03-EN052),N.D
Aliado da Justiça Leitor de Ciclos / Ally of Justice Cycle Reader ,(#OP03-PT006) / (#OP03-EN006),N.D
Aliado Genex Chamalarme / Genex Ally Bellflame ,(#BP03-PT082) / (#BP03-EN082),N.D
Aliado Genex Chamalarme / Genex Ally Bellflame ,(#DT04-PT068) / (#DT04-EN068),N.D
liado Genex Chamalarme / Genex Ally Bellflame ,(#HA04-PT038) / (#HA04-EN038),N.D
Aliado Genex Homem-pássaro / Genex Ally Birdman ,(#DT04-PT067) / (#DT04-EN067),N.D
liado Genex Homem-pássaro / Genex Ally Birdman ,(#HA04-PT037) / (#HA04-EN037),N.D
Aliado Genex Homem-pássaro / Genex Ally Birdman ,(#SDPL-PT016) / (#SDPL-EN016),N.D
Aliado Genex Homem-pássaro / Genex Ally Birdman ,(#SDSE-PT020) / (#SDSE-EN020),N.D
Aliança dos Duelistas / Duelist Alliance ,(#BLRR-PT097) / (#BLRR-EN097),N.D
Aliança dos Duelistas / Duelist Alliance ,(#LEDD-PTC17) / (#LEDD-ENC17),N.D
liança dos Duelistas / Duelist Alliance ,(#MACR-PT063) / (#MACR-EN063),N.D
Alicercinza Águia / Graydle Eagle ,(#DOCS-PT035) / (#DOCS-EN035),"1,20"
Alicercinza Cobra / Graydle Cobra ,(#DOCS-PT034) / (#DOCS-EN034),"1,20"
Alicercinza Dragão / Graydle Dragon ,(#DOCS-PT048) / (#DOCS-EN048),N.D
Alicercinza Jacaré / Graydle Alligator ,(#DOCS-PT033) / (#DOCS-EN033),"1,40"
Alicercinza Limo / Graydle Slime ,(#DOCS-PT032) / (#DOCS-EN032),"2,00"
Alicercinza Limo Jr. / Graydle Slime Jr. ,(#INOV-PT030) / (#INOV-EN030),"1,60"
"Alich, Malebranche do Abismo Ardente / Alich, Malebranche of the Burning Abyss ",(#NECH-PT083) / (#NECH-EN083),N.D
"Alich, Malebranche do Abismo Ardente / Alich, Malebranche of the Burning Abyss ",(#PGL3-PT047) / (#PGL3-EN047),N.D
Alien Ammonite ,(#CRMS-EN039),N.D
Alien Dog ,(#RGBT-EN033),N.D
Alien Grey ,(#POTD-EN024),N.D
Alien Hunter ,(#POTD-EN026),N.D
lien Hypno ,(#GLAS-EN035),N.D
Alien Infiltrator ,(#CDIP-EN033),N.D
Alien Kid ,(#CRMS-EN084),N.D
Alien Mars ,(#CDIP-EN034),N.D
Alien Mother ,(#CP08-EN017),N.D
Alien Mother ,(#POTD-EN028),N.D
Alien Overlord ,(#CRMS-EN038),N.D
Alien Psychic ,(#STON-EN031),N.D
lien Shocktrooper ,(#TAEV-EN001),N.D
Alien Skull ,(#POTD-EN025),N.D
lien Telepath ,(#GLAS-EN034),N.D
Alien Warrior ,(#CP08-EN016),N.D
Alien Warrior ,(#POTD-EN027),N.D
Alinsection / Alinsection ,(#SS03-PTB07) / (#SS03-ENB07),N.D
Aliviar a Carga / Lighten the Load ,(#DR3-PT107) / (#DR3-EN107),N.D
Aliviar a Carga / Lighten the Load ,(#RDS-PT047) / (#RDS-EN047),N.D
Allure Queen LV3 ,(#CDIP-EN006),N.D
Allure Queen LV5 ,(#CDIP-EN007),N.D
Allure Queen LV7 ,(#CDIP-EN008),N.D
Ally Mind ,(#DT02-EN023),N.D
lly Mind ,(#HA02-EN017),N.D
Ally of Justice Clausolas ,(#DT01-EN023),N.D
lly of Justice Clausolas ,(#HA01-EN014),N.D
Ally of Justice Cosmic Gateway ,(#DT02-EN028),N.D
lly of Justice Cosmic Gateway ,(#HA02-EN022),N.D
Ally of Justice Cyclone Creator ,(#DREV-EN092),N.D
Ally of Justice Decisive Armor ,(#DT03-EN090),N.D
lly of Justice Decisive Armor ,(#HA03-EN060),N.D
Ally of Justice Enemy Catcher ,(#DT02-EN026),N.D
lly of Justice Enemy Catcher ,(#HA02-EN020),N.D
Ally of Justice Field Marshal ,(#DT02-EN036),N.D
lly of Justice Field Marshal ,(#HA02-EN030),N.D
Ally of Justice Garadholg ,(#DT01-EN024),N.D
lly of Justice Garadholg ,(#HA01-EN015),N.D
Ally of Justice Light Gazer ,(#DT01-EN090),N.D
Ally of Justice Light Gazer ,(#TSHD-EN096),N.D
Ally of Justice Nullfier ,(#DT02-EN024),N.D
lly of Justice Nullfier ,(#HA02-EN018),N.D
Ally of Justice Omni-Weapon ,(#DT03-EN078),N.D
lly of Justice Omni-Weapon ,(#HA03-EN050),N.D
Ally of Justice Quarantine ,(#DT03-EN079),N.D
lly of Justice Quarantine ,(#HA03-EN051),N.D
Ally of Justice Reverse Break ,(#DT02-EN080),N.D
lly of Justice Reverse Break ,(#HA02-EN050),N.D
Ally of Justice Rudra ,(#DT01-EN025),N.D
lly of Justice Rudra ,(#HA01-EN016),N.D
Ally of Justice Searcher ,(#DT02-EN025),N.D
lly of Justice Searcher ,(#HA02-EN019),N.D
Ally of Justice Thousand Arms ,(#DT01-EN078),N.D
Ally of Justice Thousand Arms ,(#STBL-EN093),N.D
Ally of Justice Thunder Armor ,(#DT02-EN027),N.D
lly of Justice Thunder Armor ,(#HA02-EN021),N.D
Ally of Justice Unknown Crusher ,(#DT01-EN079),N.D
Ally of Justice Unknown Crusher ,(#STBL-EN094),N.D
Ally of Justice Unlimiter ,(#DT02-EN081),N.D
lly of Justice Unlimiter ,(#HA02-EN051),N.D
Ally Salvo ,(#DT01-EN077),N.D
Ally Salvo ,(#STBL-EN092),N.D
lma Ascendente / Ascending Soul ,(#ABPF-PT059) / (#ABPF-EN059),N.D
Alma Ascendente / Ascending Soul ,(#THSF-PT054) / (#THSF-EN054),N.D
Alma Congelada / Frozen Soul ,(#DCR-096) / (#DCR-096),N.D
Alma Congelada / Frozen Soul ,(#DCR-096) / (#DCR-096),N.D
Alma Congelada / Frozen Soul ,(#DR1-PT258) / (#DR1-EN258),N.D
"Alma de Gaia, o Coletivo de Combustível / Gaia Soul the Combustible Collective ",(#DL15-PT004) / (#DL15-EN004),N.D
"Alma de Gaia, o Coletivo de Combustível / Gaia Soul the Combustible Collective ",(#DR3-PT088) / (#DR3-EN088),N.D
"Alma de Gaia, o Coletivo de Combustível / Gaia Soul the Combustible Collective ",(#RDS-PT028) / (#RDS-EN028),N.D
"Alma de Gaia, o Coletivo de Combustível / Gaia Soul the Combustible Collective ",(#SD3-PT012) / (#SD3-EN012),N.D
Alma Desacorrentada da Angústia / Unchained Soul of Anguish ,(#CHIM-PT044) / (#CHIM-EN044),N.D
Alma Desacorrentada da Raiva / Unchained Soul of Rage ,(#CHIM-PT043) / (#CHIM-EN043),N.D
Alma Desacorrentada do Desastre / Unchained Soul of Disaster ,(#CHIM-PT010) / (#CHIM-EN010),N.D
Alma do Super Soldado / Super Soldier Soul ,(#DOCS-PT021) / (#DOCS-EN021),N.D
Alma do Super Soldado / Super Soldier Soul ,(#MP16-PT122) / (#MP16-EN122),N.D
Alma Enfurecida / Berserker Soul ,(#DRL3-PT047) / (#DRL3-EN047),N.D
Alma Enfurecida / Berserker Soul ,(#DRLG-PT007) / (#DRLG-EN007),N.D
Alma Eterna / Eternal Soul ,(#DUPO-PT052) / (#DUPO-EN052),N.D
Alma Eterna / Eternal Soul ,(#LDK2-PTS06) / (#LDK2-ENS06),N.D
Alma Eterna / Eternal Soul ,(#LDK2-PTS06) / (#LDK2-ENS06),N.D
Alma Eterna / Eternal Soul ,(#LDK2-PTS06) / (#LDK2-ENS06),N.D
Alma Eterna / Eternal Soul ,(#LDK2-PTS06) / (#LDK2-ENS06),N.D
lma Eterna / Eternal Soul ,(#LEDD-PTA28) / (#LEDD-ENA28),N.D
Alma Hinotama / Hinotama Soul ,(#LOB-026) / (#LOB-026),N.D
Alma Negra Possuída / Possessed Dark Soul ,(#BP01-PT178) / (#BP01-EN178),N.D
Alma Negra Possuída / Possessed Dark Soul ,(#DB2-PT127) / (#DB2-EN127),N.D
Alma Negra Possuída / Possessed Dark Soul ,(#LOD-004) / (#LOD-004),N.D
Alma Negra Possuída / Possessed Dark Soul ,(#SBLS-PT003) / (#SBLS-EN003),N.D
Alma Pêndulo / Soul Pendulum ,(#DUPO-PT013) / (#DUPO-EN013),N.D
Alma Protetora Ailin / Protective Soul Ailin ,(#CRV-PT024) / (#CRV-EN024),N.D
Alma Protetora Ailin / Protective Soul Ailin ,(#DR04-PT024) / (#DR04-EN024),N.D
Alma Tiki / Tiki Soul ,(#BP02-PT210) / (#BP02-EN210),N.D
Alma Tiki / Tiki Soul ,(#GLD5-PT054) / (#GLD5-EN054),N.D
Alma Tiki / Tiki Soul ,(#STOR-PT080) / (#STOR-EN080),N.D
"lmarduke, o Dragão-Guarda do Cálice Mundial / World Chalice Guardragon Almarduke ",(#DANE-PT032) / (#DANE-EN032),N.D
lmirante de Inicialização - Dínamo de Destruição / Boot-Up Admiral - Destroyer Dynamo ,(#FIGA-PT002) / (#FIGA-EN002),N.D
"lpacaribou, Besta Mística da Floresta / Alpacaribou, Mystical Beast of the Forest ",(#LVAL-PT095) / (#LVAL-EN095),N.D
"Alpacaribou, Besta Mística da Floresta / Alpacaribou, Mystical Beast of the Forest ",(#MP14-PT244) / (#MP14-EN244),N.D
"lsei, o Alto Protetor Silvestre / Alsei, the Sylvan High Protector ",(#LVAL-PT052) / (#LVAL-EN052),N.D
"Alsei, o Alto Protetor Silvestre / Alsei, the Sylvan High Protector ",(#MP14-PT221) / (#MP14-EN221),N.D
Alta Sacerdotisa da Profecia / High Priestess of Prophecy ,(#BPW2-PT100) / (#BPW2-EN100),N.D
Alta Sacerdotisa da Profecia / High Priestess of Prophecy ,(#DUPO-PT081) / (#DUPO-EN081),N.D
Alta Sacerdotisa da Profecia / High Priestess of Prophecy ,(#REDU-PT020) / (#REDU-EN020),N.D
Alta Sacerdotisa da Profecia / High Priestess of Prophecy ,(#WGRT-PT100) / (#WGRT-EN100),N.D
Alta-Velocidaroide ,Chanbara,N.D
Alta-Velocidaroide Chanbara / Hi-Speedroid Chanbara ,(#HSRD-PT010) / (#HSRD-EN010),N.D
lta-Velocidaroide Chanbara / Hi-Speedroid Chanbara ,(#SHVA-PT051) / (#SHVA-EN051),N.D
Alta-Velocidaroide Elástico Disparador / Hi-Speedroid Rubber Band Shooter ,(#BLHR-PT050) / (#BLHR-EN050),"1,20"
Alta-Velocidaroide Enigma / Hi-Speedroid Puzzle ,(#MP17-PT026) / (#MP17-EN026),N.D
Alta-Velocidaroide Enigma / Hi-Speedroid Puzzle ,(#SHVI-PT050) / (#SHVI-EN050),N.D
Alta-Velocidaroide Hagoita / Hi-Speedroid Hagoita ,(#BOSH-PT049) / (#BOSH-EN049),N.D
Alta-Velocidaroide Kendama / Hi-Speedroid Kendama ,(#CORE-PT095) / (#CORE-EN095),N.D
Alta-Velocidaroide Kendama / Hi-Speedroid Kendama ,(#HSRD-PT009) / (#HSRD-EN009),N.D
Alta-Velocidaroide Kendama / Hi-Speedroid Kendama ,(#SP17-PT043) / (#SP17-EN043),N.D
Alta-Velocidaroide Pipagonete / Hi-Speedroid Kitedrake ,(#BLHR-PT044) / (#BLHR-EN044),"2,40"
Altar para Tributos / Altar for Tribute ,(#DCR-095) / (#DCR-095),N.D
Altar para Tributos / Altar for Tribute ,(#DCR-095) / (#DCR-095),N.D
Altar para Tributos / Altar for Tribute ,(#DR1-PT257) / (#DR1-EN257),N.D
Altergeist Héxstia / Altergeist Hexstia ,(#BLRR-PT066) / (#BLRR-EN066),N.D
Altergeist Héxstia / Altergeist Hexstia ,(#EXFO-PT046) / (#EXFO-EN046),"1,20"
Altergeist Héxstia / Altergeist Hexstia ,(#MP18-PT200) / (#MP18-EN200),N.D
Altergeist Kidolga / Altergeist Kidolga ,(#FLOD-PT042) / (#FLOD-EN042),N.D
Altergeist Kidolga / Altergeist Kidolga ,(#MP19-PT024) / (#MP19-EN024),N.D
Altergeist Pribanshee / Altergeist Primebanshee ,(#CIBR-PT047) / (#CIBR-EN047),N.D
Altergeist Pribanshee / Altergeist Primebanshee ,(#MP18-PT135) / (#MP18-EN135),N.D
Altergeist Pribanshee / Altergeist Primebanshee ,(#SP18-PT037) / (#SP18-EN037),N.D
Alto Mago de Ébano / Ebon High Magician ,(#CT13-PT004) / (#CT13-EN004),N.D
Alto Mago de Ébano / Ebon High Magician ,(#TDIL-PT052) / (#TDIL-EN052),N.D
Alto Paladino Nirvana / Nirvana High Paladin ,(#TDIL-PT046) / (#TDIL-EN046),N.D
Alucard Fantardil / Ghostrick Alucard ,(#BP03-PT131) / (#BP03-EN131),N.D
Alucard Fantardil / Ghostrick Alucard ,(#MP14-PT162) / (#MP14-EN162),N.D
Alucard Fantardil / Ghostrick Alucard ,(#SHSP-PT052) / (#SHSP-EN052),"7,92"
lucard Fantardil / Ghostrick Alucard ,(#WIRA-PT046) / (#WIRA-EN046),N.D
Alviss do Alfar Nórdico / Alviss of the Nordic Alfar ,(#MP19-PT151) / (#MP19-EN151),N.D
Alviss do Alfar Nórdico / Alviss of the Nordic Alfar ,(#SOFU-PT000) / (#SOFU-EN000),N.D
lvorada do Arauto / Dawn of the Herald ,(#AP07-PT022) / (#AP07-EN022),N.D
Alvorada do Arauto / Dawn of the Herald ,(#GLD5-PT044) / (#GLD5-EN044),N.D
Alvorada do Arauto / Dawn of the Herald ,(#TSHD-PT059) / (#TSHD-EN059),N.D
Amórfago da Avareza / Amorphage Greed ,(#SHVI-PT026) / (#SHVI-EN026),N.D
Amórfago da Gula / Amorphage Gluttony ,(#SHVI-PT024) / (#SHVI-EN024),N.D
Amórfago da Inveja / Amorphage Envy ,(#SHVI-PT027) / (#SHVI-EN027),N.D
Amórfago da Ira / Amorphage Wrath ,(#SHVI-PT028) / (#SHVI-EN028),N.D
mórfago da Luxúria / Amorphage Lechery ,(#FIGA-PT055) / (#FIGA-EN055),N.D
Amórfago da Luxúria / Amorphage Lechery ,(#SHVI-PT025) / (#SHVI-EN025),N.D
mórfago da Preguiça / Amorphage Sloth ,(#FIGA-PT056) / (#FIGA-EN056),N.D
Amórfago da Preguiça / Amorphage Sloth ,(#SHVI-PT030) / (#SHVI-EN030),N.D
Amórfago do Orgulho / Amorphage Pride ,(#SHVI-PT029) / (#SHVI-EN029),N.D
mórfago Golias / Amorphage Goliath ,(#FIGA-PT057) / (#FIGA-EN057),N.D
Amórfago Golias / Amorphage Goliath ,(#SHVI-PT031) / (#SHVI-EN031),N.D
Amanhecedor / Daybreaker ,(#DT07-PT003) / (#DT07-EN003),N.D
Amanhecedor / Daybreaker ,(#PHSW-PT012) / (#PHSW-EN012),N.D
Amanhecedor / Daybreaker ,(#SP14-PT002) / (#SP14-EN002),N.D
Amanhecer de Uluru / Ayers Rock Sunrise ,(#BP03-PT183) / (#BP03-EN183),N.D
Amanhecer de Uluru / Ayers Rock Sunrise ,(#DRLG-PT020) / (#DRLG-EN020),N.D
Amano-Iwato / Amano-Iwato ,(#CIBR-PT036) / (#CIBR-EN036),N.D
Amano-Iwato / Amano-Iwato ,(#MP18-PT125) / (#MP18-EN125),N.D
Amante das Rosas / Rose Lover ,(#PGL2-PT003) / (#PGL2-EN003),N.D
Amaterasu / Amaterasu ,(#TDIL-PT035) / (#TDIL-EN035),N.D
Amatsu-Okami of the Divine Peaks ,(#2018-EN002),N.D
Amatsu-Okami of the Divine Peaks ,(#2019-EN003),N.D
mazona dos Mares / Amazon of the Seas ,(#AP06-PT016) / (#AP06-EN016),N.D
Amazona dos Mares / Amazon of the Seas ,(#CP05-PT012) / (#CP05-EN012),N.D
Amazoness da Zarabatana / Amazoness Blowpiper ,(#DR1-PT117) / (#DR1-EN117),N.D
Amazoness da Zarabatana / Amazoness Blowpiper ,(#GLD3-PT007) / (#GLD3-EN007),N.D
Amazoness da Zarabatana / Amazoness Blowpiper ,(#MFC-062) / (#MFC-062),N.D
Amazoness Fighting Spirit ,(#DREV-EN054),N.D
Amazoness Heirloom ,(#DREV-EN087),N.D
Amazoness Sage ,(#BP01-EN212),N.D
Amazoness Sage ,(#DREV-EN030),N.D
mazoness Sage ,(#YS14-ENA06),N.D
Amazoness Scouts ,(#DREV-EN081),N.D
Amazoness Scouts ,(#LCJW-EN095),N.D
Amazoness Shamanism ,(#DREV-EN088),N.D
Amazoness Willpower ,(#DREV-EN072),N.D
Ambitious Gofer ,(#BP01-EN160),N.D
Ambitious Gofer ,(#DREV-EN036),N.D
Ambulance Rescueroid ,(#POTD-EN035),N.D
Ambulanceroid ,(#POTD-EN009),N.D
Ambulanceroid ,(#YSDS-EN018),N.D
mbush Fangs ,(#TAEV-EN070),N.D
Ameba / Ameba ,(#DB1-PT008) / (#DB1-EN008),N.D
Ameba ,(#SRL-010),N.D
Amigão! / Pal-O'Mine-zation! ,(#SS02-PTBS3) / (#SS02-ENBS3),N.D
Amo Caveira / Skull Meister ,(#COTD-PTSE1) / (#COTD-ENSE1),N.D
Amo Caveira / Skull Meister ,(#SDPL-PT013) / (#SDPL-EN013),N.D
Amo Caveira / Skull Meister ,(#STBL-PT081) / (#STBL-EN081),N.D
Amores of Prophecy ,(#REDU-EN016),N.D
Amphibian Beast ,(#DB1-EN211),N.D
Amphibian Beast ,(#LON-008),N.D
Amphibious Bugroth ,(#MDP2-EN012),N.D
mplificador / Amplifier ,(#AST-040) / (#AST-040),N.D
Amplificador / Amplifier ,(#CP06-PT017) / (#CP06-EN017),N.D
Amplificador / Amplifier ,(#DR2-PT152) / (#DR2-EN152),N.D
Amuleto da Ambição / Amulet of Ambition ,(#SS03-PTB23) / (#SS03-ENB23),N.D
muleto da Ambição / Amulet of Ambition ,(#TAEV-PT061) / (#TAEV-EN061),N.D
Amuleto de Shabti / Charm of Shabti ,(#DR1-PT022) / (#DR1-EN022),N.D
Amuleto de Shabti / Charm of Shabti ,(#LCYW-PT190) / (#LCYW-EN190),N.D
Amuleto de Shabti / Charm of Shabti ,(#PGD-074) / (#PGD-074),N.D
muleto do Senhor dos Mares / Sea Lord's Amulet ,(#DUSA-PT009) / (#DUSA-EN009),N.D
n Unfortunate Report ,(#GLAS-EN080),N.D
Anão Inférnico / Infernity Dwarf ,(#GLD3-PT028) / (#GLD3-EN028),N.D
Anão Inférnico / Infernity Dwarf ,(#SBSC-PT035) / (#SBSC-EN035),N.D
Anão Inférnico / Infernity Dwarf ,(#WC09-PT002) / (#WC09-EN002),N.D
Ancião dos Seis Samurais / Elder of the Six Samurai ,(#EXVC-PT028) / (#EXVC-EN028),N.D
ncião dos Seis Samurais / Elder of the Six Samurai ,(#SAAS-PT001) / (#SAAS-EN001),N.D
ncião dos Seis Samurais / Elder of the Six Samurai ,(#SDWA-PT021) / (#SDWA-EN021),N.D
ncient Crimson Ape ,(#ANPR-EN038),N.D
Ancient Flamvell Deity ,(#DT04-EN088),N.D
ncient Flamvell Deity ,(#HA04-EN056),N.D
ncient Forest ,(#ANPR-EN048),N.D
Ancient Gear ,(#DR04-EN128),N.D
Ancient Gear ,(#SD10-EN015),N.D
Ancient Gear ,(#SOI-EN008),N.D
Ancient Gear Cannon ,(#DR04-EN129),N.D
Ancient Gear Cannon ,(#SD10-EN016),N.D
Ancient Gear Cannon ,(#SOI-EN009),N.D
Ancient Gear Drill ,(#DR04-EN160),N.D
Ancient Gear Drill ,(#SD10-EN022),N.D
Ancient Gear Drill ,(#SOI-EN040),N.D
Ancient Gear Explosive ,(#SD10-EN019),N.D
Ancient Gear Factory ,(#DR04-EN159),N.D
Ancient Gear Factory ,(#SD10-EN021),N.D
Ancient Gear Factory ,(#SOI-EN039),N.D
Ancient Gear Fist ,(#SD10-EN020),N.D
Ancient Gear Tank ,(#SD10-EN018),N.D
Ancient Gear Token ,(#SR03-ENTKN),N.D
ncient Leaf ,(#ANPR-EN061),N.D
Ancient One of the Deep Forest ,(#SRL-018),N.D
Ancient Tool ,(#LCJW-EN174),N.D
ndorinha Bujingi / Bujingi Swallow ,(#LVAL-PT028) / (#LVAL-EN028),N.D
Andorinha Bujingi / Bujingi Swallow ,(#MP14-PT209) / (#MP14-EN209),N.D
Anel da Defesa / Ring of Defense ,(#DP2-PT026) / (#DP2-EN026),N.D
Anel da Defesa / Ring of Defense ,(#DPKB-PT034) / (#DPKB-EN034),N.D
Anel da Defesa / Ring of Defense ,(#LCKC-PT033) / (#LCKC-EN033),N.D
Anel da Destruição / Ring of Destruction ,(#BP01-PT050) / (#BP01-EN050),N.D
Anel da Destruição / Ring of Destruction ,(#CP02-PT008) / (#CP02-EN008),N.D
Anel da Destruição / Ring of Destruction ,(#DPKB-PT036) / (#DPKB-EN036),N.D
